_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine
580871,2517,13190,aya sushi,"314 w 39th st,",10018,japanese,aya sushi,314 w 39th st,10018,japanese
581549,2520,20795,the picnic basket,"65 w 37th st, ,",10018,cafes sandwiches breakfast & brunch,the picnic basket,65 w 37th st,10018,other
582594,2524,4310,proper west,"54 w 39th st, ,",10018,sports bars american (new) lounges,proper west,54 w 39th st,10018,american
583783,2531,17842,tír na nóg,"315 w 39th st,",10018,american (new) irish irish pub,tir na nog bar and grill,315 w 39th st,10018,irish
584085,2532,5930,untamed sandwiches,"43 w 39th st, ,",10018,sandwiches gluten-free,untamed sandwiches,43 w 39th st,10018,american
587712,2548,2,savour sichuan,"108 w 39th st, ,",10018,szechuan dim sum asian fusion,savour sichuan,108 w 39th st,10018,chinese
588127,2550,20595,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,moe's southwest grill,1029a avenue of the americas,10018,southwestern
588216,2550,20670,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,sophie's cuban cuisine,1015 avenue of the americas,10018,"latin (cuban, dominican, puerto rican, south & central american)"
588248,2550,12256,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,chick-fil-a,1000 avenue of the americas,10018,chicken
588326,2550,9634,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,pret a manger,1071 avenue of the americas,10018,sandwiches/salads/mixed buffet
589395,2555,6732,lan sheng szechuan food restaurant,"128 w 36th st,",10018,szechuan bars,lan sheng restaurant,128 w 36th st,10018,chinese
590230,2558,16388,maison kayser,"8 w 40th st, ,",10018,bakeries french desserts,maison kayser,8 w 40th st,10018,bakery
590597,2561,20595,chick-fil-a,"1000 avenue of the americas, ,",10018,fast food,moe's southwest grill,1029a avenue of the americas,10018,southwestern
590686,2561,20670,chick-fil-a,"1000 avenue of the americas, ,",10018,fast food,sophie's cuban cuisine,1015 avenue of the americas,10018,"latin (cuban, dominican, puerto rican, south & central american)"
590718,2561,12256,chick-fil-a,"1000 avenue of the americas, ,",10018,fast food,chick-fil-a,1000 avenue of the americas,10018,chicken
590796,2561,9634,chick-fil-a,"1000 avenue of the americas, ,",10018,fast food,pret a manger,1071 avenue of the americas,10018,sandwiches/salads/mixed buffet
591204,2563,10073,kiss my slice,"274 w 40th st,",10018,pizza,kiss my slice,274 w 40th st,10018,pizza
591985,2570,3120,ramini espresso bar & cafe,"265 w 37th st, ,",10018,coffee & tea cafes,el sabroso restaurant,265 w 37th st,10018,spanish
593008,2575,23783,the strand bistro,"33 w 37th st, ,",10018,american (new),the strand bistro,33 w 37th st,10018,american
594694,2582,23247,the vegetable garden,"243 w 38th st, ,",10018,vegetarian bagels kosher,indian project,243 w 38th st,10018,indian
595608,2585,8059,topaz noodle bar,"129 w 56th st, ,",10019,thai,topaz noodle bar,129 w 56th st,10019,asian
596334,2588,1148,the back room,"153 w 57th st, ,",10019,american (new),park hyatt new york,153 w 57th st,10019,american
597050,2590,22578,yakitori totto,"251 w 55th st, fl 2,",10019,izakaya,soba noodle azuma,251 w 55th st,10019,japanese
597130,2592,8782,ippudo westside,"321 w 51st st,",10019,ramen,ippudo ny,321 w 51st st,10019,japanese
599463,2597,19738,souvlaki gr,"162 w 56th st,",10019,greek,souvlaki gr midtown,162 w 56th st,10019,greek
600776,2599,17998,hama japanese cuisine,"11 w 51st st, ,",10019,sushi bars japanese,hama,11 w 51st st,10019,japanese
601720,2601,22578,soba noodle azuma 55,"251 w 55th st,",10019,noodles,soba noodle azuma,251 w 55th st,10019,japanese
602715,2603,10015,pam real thai food,"404 w 49th st, ,",10019,thai,pam real thai 49,404 w 49th st,10019,thai
603817,2606,8117,le bernardin,"the equitable bldg, 155 w 51st st,",10019,french lounges,le bernardin,155 w 51st st,10019,french
611901,2626,1092,loi estiatorio,"132 w 58th st, ,",10019,greek mediterranean pubs,loi estiatorio,132 w 58th st,10019,greek
616544,2636,8850,beyond sushi midtown west,"62 w 56th st, ,",10019,sushi bars vegan vegetarian,beyond sushi nyc inc,62 w 56th st,10019,vegetarian
621126,2649,5437,totto ramen,"366 w 52nd st, ,",10019,ramen,takoyaki bar,366 w 52nd st,10019,japanese
630620,2675,23837,puff cha ramen,"457 w 50th st, ,",10019,thai bubble tea ramen,puff cha,457 w 50th st,10019,thai
633569,2684,14877,sarabeth's,"40 central park s, ,",10019,breakfast & brunch american (traditional),villagio on the park,40 central park s,10019,italian
640757,2701,18783,bareburger,"313 w 57th st, ,",10019,burgers salad american (traditional),bareburger,313 w 57th st,10019,american
645446,2711,14748,aldo sohm wine bar,"151 w 51st st, ,",10019,wine bars french american (new),le bernardin privã©/wine bar,151 w 51st st,10019,french
651691,2726,9079,fogo de chão brazilian steakhouse,"40 w 53rd st, ,",10019,brazilian steakhouses seafood,fogo de chao,40 w 53rd st,10019,brazilian
660747,2748,15340,the wayfarer,"101 w 57th st, ,",10019,american (new),the wayfarer,101 w 57th st,10019,seafood
662089,2753,22935,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,minus 5 ice lounge,1335 avenue of the americas,10019,other
662200,2753,12002,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,credit agricole-cbi executive room,1301 avenue of the americas,10019,french
662256,2753,22558,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,starbucks coffee,1320 avenue of the americas,10019,cafã©/coffee/tea
662273,2753,10495,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,west 53rd gourmet deli,1301 avenue of the americas,10019,delicatessen
662290,2753,17002,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,ra at barclays,1301 avenue of the americas,10019,american
662301,2753,4972,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,subway,1285 avenue of americas,10019,sandwiches
662355,2753,5028,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,starbucks,1301 avenue of the americas,10019,cafã©/coffee/tea
662380,2753,636,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,hilton employee cafeteria,1335 avenue of the americas,10019,american
662422,2753,15960,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,union bank of switzerland,1285 avenue of the americas,10019,american
662464,2753,16660,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,mastro's steakhouse,1285 avenue of the americas,10019,steak
663730,2756,23280,domenico vacca café,"15 w 55th st, ,",10019,cafes,domenico vacca,15 w 55th st,10019,sandwiches/salads/mixed buffet
670272,2773,12226,nyy steak,"7 w 51st st, ,",10019,steakhouses american (traditional),nyy steak,7 w 51st st,10019,american
676207,2790,2231,fika,"41 w 58th st,",10019,coffee & tea caterers scandinavian,fika,41 w 58th st,10019,sandwiches/salads/mixed buffet
683559,2811,12848,torishin,"362 w 53rd st, ,",10019,japanese,torishin,362 w 53rd st,10019,japanese
687721,2822,9469,pizza rollio,"1 w 58th st, ,",10019,pizza,ora di pasta,1 w 58th st,10019,italian
687788,2822,21407,pizza rollio,"1 w 58th st, ,",10019,pizza,epicerie bouloud,1 w 58th st,10019,bakery
687867,2822,20843,pizza rollio,"1 w 58th st, ,",10019,pizza,pizza rollio,1 w 58th st,10019,pizza
687936,2822,11939,pizza rollio,"1 w 58th st, ,",10019,pizza,doughnuttery,1 w 58th st,10019,donuts
688062,2822,21189,pizza rollio,"1 w 58th st, ,",10019,pizza,olma caviar,1 w 58th st,10019,seafood
688168,2822,17739,pizza rollio,"1 w 58th st, ,",10019,pizza,sabi sushi,1 w 58th st,10019,japanese
695246,2839,22935,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,minus 5 ice lounge,1335 avenue of the americas,10019,other
695357,2839,12002,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,credit agricole-cbi executive room,1301 avenue of the americas,10019,french
695413,2839,22558,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,starbucks coffee,1320 avenue of the americas,10019,cafã©/coffee/tea
695430,2839,10495,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,west 53rd gourmet deli,1301 avenue of the americas,10019,delicatessen
695447,2839,17002,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,ra at barclays,1301 avenue of the americas,10019,american
695512,2839,5028,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,starbucks,1301 avenue of the americas,10019,cafã©/coffee/tea
695537,2839,636,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,hilton employee cafeteria,1335 avenue of the americas,10019,american
695579,2839,15960,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,union bank of switzerland,1285 avenue of the americas,10019,american
695621,2839,16660,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,mastro's steakhouse,1285 avenue of the americas,10019,steak
695713,2840,22935,new york hilton midtown,"1335 ave of the americas, ,",10019,hotels,minus 5 ice lounge,1335 avenue of the americas,10019,other
696004,2840,636,new york hilton midtown,"1335 ave of the americas, ,",10019,hotels,hilton employee cafeteria,1335 avenue of the americas,10019,american
699244,2849,4044,fluffy's cafe & pizzeria,"370 w 58th st,",10019,cafes pizza american (traditional),fluffy's cafe & pizzeria,370 w 58th st,10019,american
703219,2859,8993,terrace 5,"11 w 53rd st, ,",10019,american (new) italian,terrace 5,11 w 53rd st,10019,american
705415,2864,18787,blue dog cafe,"155 w 56th st, ,",10019,coffee & tea sandwiches,blue dog cafe,155 w 56th st,10019,cafã©/coffee/tea
712527,2889,19026,latin bites,"419 e 70th st,",10021,latin american american (traditional),latin bites,419 e 70th st,10021,"latin (cuban, dominican, puerto rican, south & central american)"
713614,2904,19912,yia yia's- homemade greek food,"404 e 69th st,",10021,greek fast food,yia yia,404 e 69th st,10021,greek
725243,3030,23517,the bar room,"117 e 60th st, ,",10022,american (new) cocktail bars,the bar room,117 e 60th st,10022,american
727326,3036,10221,bill's townhouse,"57 e 54th st, ,",10022,american (new) salad sandwiches,bill's new york city,57 e 54th st,10022,american
728598,3041,23880,57 belle house,"151 e 57th st, ,",10022,american (new) french breakfast & brunch,57th belle house,151 e 57th st,10022,french
729515,3044,18058,sukhumvit 51,"224 e 51st st, ,",10022,thai,sukhumvit 51,224 e 51st st,10022,thai
729876,3047,21442,kiss my french,"303 e 53rd st,",10022,tapas bars french cocktail bars,kiss my french,303 e 53rd st,10022,american
730649,3049,21594,nare sushi,"115 e 57th st,",10022,sushi bars japanese,nare sushi,115 e 57th st,10022,japanese
730700,3049,16414,nare sushi,"115 e 57th st,",10022,sushi bars japanese,la parisienne french bakery,115 e 57th st,10022,bakery
731858,3054,3296,totto ramen,"248 e 52nd st, ,",10022,ramen soup,totto ramen,248 e 52nd st,10022,japanese
732974,3058,12823,go! go! curry!,"235 e 53rd st, ,",10022,japanese fast food,go go curry,235 e 53rd st,10022,japanese
736216,3068,11970,salvation burger,"230 e 51st st, ,",10022,burgers salad cocktail bars,salvation burger,230 e 51st st,10022,american
736527,3069,11970,le bateau ivre,"230 e 51st st,",10022,french wine bars,salvation burger,230 e 51st st,10022,american
742719,3093,23920,umi sushi,"303 e 56th st, ,",10022,japanese sushi bars,dai-hachi,303 e 56th st,10022,japanese
747710,3109,17602,the polo bar,"ralph lauren, 1 e 55th st,",10022,american (traditional) bars,the polo bar,1 e 55th st,10022,american
749166,3114,15457,blu on park,"116 e 60th st, ,",10022,steakhouses,blu on park,116 e 60th st,10022,steak
749985,3116,6346,jukai,"237 e 53rd st, ,",10022,japanese,insomnia cookies,237 e 53rd st,10022,american
750053,3117,18259,hakata grill east,"231 e 53rd st, ,",10022,japanese sushi bars,ernesto's,231 e 53rd st,10022,sandwiches/salads/mixed buffet
754626,3137,7819,kung fu little steamed buns ramen,"146 e 55th st, ,",10022,ramen chinese,kung fu little steamed buns,146 e 55th st,10022,chinese
755818,3143,12745,le bilboquet,"20 e 60th st, ,",10022,french,le bilboquet,20 e 60th st,10022,french
756909,3147,11643,amata,"209 e 56th st, ,",10022,italian,amata,209 e 56th st,10022,italian
758056,3150,15818,hudson malone,"218 e 53rd st 3rd ave, ,",10022,american (traditional),hudson malone,218 e 53rd st,10022,american
759266,3156,11652,la villetta,"398 e 52nd st, ,",10022,italian,la villetta,398 e 52nd st,10022,italian
763182,3169,3303,the garden grill,"206 e 52nd st, ,",10022,american (new),hilton garden inn- manhattan- midtown east,206 e 52nd st,10022,american
765435,3178,22829,rotisserie georgette,"14 e 60th st,",10022,french,avra madison estiatorio,14 e 60th st,10022,greek
765575,3178,15770,rotisserie georgette,"14 e 60th st,",10022,french,rotisserie georgette,14 e 60th st,10022,american
766057,3181,22829,avra madison,"14 e 60th st,",10022,greek seafood mediterranean,avra madison estiatorio,14 e 60th st,10022,greek
766197,3181,15770,avra madison,"14 e 60th st,",10022,greek seafood mediterranean,rotisserie georgette,14 e 60th st,10022,american
766594,3184,1528,hinata ramen,"159 e 55th st, ,",10022,ramen,hinata ramen,159 e 55th st,10022,japanese
770274,3197,367,asian eatery,"207 e 59th st, ,",10022,japanese chinese,asian 59,207 e 59th st,10022,chinese/japanese
771434,3200,11206,spice symphony,"150 e 50th st,",10022,chinese indian bars,kb 50 kitchen bar,150 e 50th st,10022,american
771724,3201,12460,crimson & rye,"198 e 54th st, ,",10022,cocktail bars american (new),crimson & rye,198 e 54th st,10022,american
771850,3202,22899,bella roma,"401 e 57th st, ,",10022,pizza,bella roma pizza,401 e 57th st,10022,pizza
775982,3217,11925,club bonafide,"212 e 52nd st, ,",10022,jazz & blues musicians cocktail bars,club bonafide,212 e 52nd st,10022,french
776488,3219,18259,little thai kitchen,"231 e 53rd st, ,",10022,thai,ernesto's,231 e 53rd st,10022,sandwiches/salads/mixed buffet
780439,3231,7819,fuji sushi & teriyaki,"146 e 55th st frnt, ,",10022,restaurants,kung fu little steamed buns,146 e 55th st,10022,chinese
781146,3234,884,four seasons hotel,"57 e 57th st, ,",10022,hotels,the bar/four seasons hotel,57 e 57th st,10022,american
782276,3239,14500,lucky cat,"232 e 53rd st, ,",10022,lounges ramen,lucky cat,232 e 53rd st,10022,japanese
785976,3256,11970,the pod 51 hotel,"230 e 51st st, ,",10022,hotels hostels,salvation burger,230 e 51st st,10022,american
786583,3258,22829,central park,"14 e 60th st, , central park conservancy",10022,parks,avra madison estiatorio,14 e 60th st,10022,greek
786723,3258,15770,central park,"14 e 60th st, , central park conservancy",10022,parks,rotisserie georgette,14 e 60th st,10022,american
788816,3274,10017,lincoln square steak,"208 w 70th st,",10023,steakhouses,lincoln square steak,208 w 70th st,10023,steak
791229,3295,20558,bonmi,"150 w 62nd st,",10023,vietnamese sandwiches,bonmi,150 w 62nd st,10023,sandwiches/salads/mixed buffet
791847,3300,19068,the ribbon,"20 w 72nd st, ,",10023,american (new),the ribbon,20 w 72nd st,10023,american
792458,3306,17230,ed's chowder house,"44 w 63rd st, ,",10023,seafood,empire hotel bar,44 w 63rd st,10023,american
792498,3306,16535,ed's chowder house,"44 w 63rd st, ,",10023,seafood,the empire rooftop,44 w 63rd st,10023,american
792600,3307,4063,joanne trattoria,"70 w 68th st, ,",10023,italian comfort food,joanne trattoria,70 w 68th st,10023,italian
792890,3309,14661,mandarin oriental lobby lounge,"80 columbus cir at 60th st,",10023,american (new) lounges,mandarin oriental hotel-banquet,80 columbus circle at 60th street,10023,other
792946,3309,5642,mandarin oriental lobby lounge,"80 columbus cir at 60th st,",10023,american (new) lounges,mandarin oriental hotel-asiate,80 columbus circle at 60th street,10023,asian
795827,3335,18569,amber,"103 w 70th st, ,",10023,japanese sushi bars asian fusion,amber,103 w 70th st,10023,asian
798439,3359,14922,simit + smith,"124 w 72nd st, ,",10023,bakeries coffee & tea breakfast & brunch,crepes & delices,124 w 72nd st,10023,cafã©/coffee/tea
800973,3380,17230,the empire hotel,"44 w 63rd st, ,",10023,hotels,empire hotel bar,44 w 63rd st,10023,american
801013,3380,16535,the empire hotel,"44 w 63rd st, ,",10023,hotels,the empire rooftop,44 w 63rd st,10023,american
804429,3411,15939,burke & wills,"226 w 79th st, ,",10024,australian bars,burke & wills/manhattan cricket club,226 w 79th st,10024,australian
805052,3415,6301,han dynasty,"215 w 85th st, ,",10024,szechuan,han dynasty,215 w 85th st,10024,chinese
808047,3439,21007,caffe storico,"new york historical society, 170 central park w,",10024,italian,new york historical society,170 central park w,10024,other
811719,3468,15939,manhattan cricket club,"226 w 79th st, level 2,",10024,cocktail bars,burke & wills/manhattan cricket club,226 w 79th st,10024,australian
822222,3560,21007,new-york historical society,"170 central park w, ,",10024,libraries museums,new york historical society,170 central park w,10024,other
825467,3595,23806,vin sur vingt,"66 w 84th st,",10024,wine bars,vin sur vingt,66 w 84th st,10024,other
826151,3603,11178,koko wings,"248 w 106th st,",10025,korean chicken wings,koko wings,248 w 106th st,10025,chicken
828236,3624,14009,vino levantino,"210 w 94th st, ,",10025,mediterranean wine bars breakfast & brunch,whispers bar and restaurant,210 w 94th st,10025,american
828981,3630,14009,"whispers restaurant, bar & lounge","210 w 94th st, ,",10025,cocktail bars lounges american (traditional),whispers bar and restaurant,210 w 94th st,10025,american
830665,3643,12177,effy's cafe,"104 w 96th st, ,",10025,kosher,effys cafe,104 w 96th st,10025,mediterranean
835577,3685,4725,shahi biryani & grill,"71 w 109th st, ,",10025,indian pakistani halal,pak shahi biryani & grill,71 w 109th st,10025,indian
843339,3753,16922,lolo's seafood shack,"303 w 116th st, ,",10026,seafood sandwiches bars,lolo's seafood shack,303 w 116th st,10026,seafood
843704,3760,22807,row house,"2128 frederick douglass blvd, ,",10026,american (new) tapas/small plates cocktail bars,row house,2128 frederick douglass blvd,10026,american
843763,3761,18570,sexy taco/dirty cash,"161 malcolm x blvd,",10026,cocktail bars american (new) mexican,sexy taco dirty cash,161 malcolm x blvd,10026,american
844042,3767,16825,harlem pizza co.,"135 w 116th st, ,",10026,pizza,harlem pizza co.,135 w 116th st,10026,pizza
844094,3768,21032,blujeen,"2143 frederick douglass blvd, ,",10026,american (new) comfort food,blujeen,2143 frederick douglass blvd,10026,american
844226,3770,6609,le baobab restaurants,"120 w 116th st, ,",10026,senegalese,le baobab-gouygui restaurant,120 w 116th st,10026,african
844340,3773,11727,cafe frederick harlem parlor,"2104 frederick douglass blvd, ,",10026,coffee & tea cafes,cafe frederick harlem parlor,2104 frederick douglass blvd,10026,american
844616,3778,15531,la savane,"239 w 116th st, ,",10026,african,restaurant la savane,239 w 116th st,10026,african
845148,3790,15098,maharaja palace,"2113 frederick douglass blvd, ,",10026,indian,maharaja palace,2113 frederick douglass blvd,10026,indian
845699,3799,19790,harlem burger co,"2190 frederick douglass blvd,",10026,burgers sandwiches desserts,harlem burger co.,2190 frederick douglass blvd,10026,american
846253,3812,872,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,caribbean,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,caribbean
846260,3812,12719,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,caribbean,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,fruits/vegetables
846268,3812,7059,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,caribbean,cantina,1838 adam clayton powell jr bl,10026,mexican
846670,3819,23396,jumbo's,"112 w 116th st, ,",10026,burgers,jumbo burgers,112 w 116th st,10026,american
847027,3829,20860,bo's bagels,"235 w 116th st,",10026,bagels,bo's bagels,235 w 116th st,10026,other
847639,3843,872,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,caribbean
847646,3843,12719,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,fruits/vegetables
847654,3843,7059,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,cantina,1838 adam clayton powell jr bl,10026,mexican
847702,3845,872,first corinthian baptist church,"1912 adam clayton powell jr blvd, ,",10026,churches,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,caribbean
847709,3845,12719,first corinthian baptist church,"1912 adam clayton powell jr blvd, ,",10026,churches,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,fruits/vegetables
847717,3845,7059,first corinthian baptist church,"1912 adam clayton powell jr blvd, ,",10026,churches,cantina,1838 adam clayton powell jr bl,10026,mexican
848633,3865,8270,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,asian fusion,2071 adam clayton powell jr blvd,10027,asian
848648,3865,15534,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
848743,3865,23660,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french
849438,3872,8270,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,asian fusion,2071 adam clayton powell jr blvd,10027,asian
849453,3872,15534,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
849548,3872,23660,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french
849553,3873,8270,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,asian fusion,2071 adam clayton powell jr blvd,10027,asian
849568,3873,15534,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
849663,3873,23660,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french
849801,3875,2996,el puerto seafood,"511 w 125th st, ,",10027,seafood,el nuevo tina restaurant,511 w 125th st,10027,spanish
851738,3896,8270,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,asian fusion,2071 adam clayton powell jr blvd,10027,asian
851753,3896,15534,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
851848,3896,23660,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french
852717,3907,18478,lincoln fried chicken,"576 w 125th st, ,",10027,chicken wings,lincoln fried chicken,576 w 125th st,10027,chicken
853233,3913,8270,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,asian fusion,2071 adam clayton powell jr blvd,10027,asian
853248,3913,15534,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
853343,3913,23660,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french
854958,3929,8270,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,asian fusion,2071 adam clayton powell jr blvd,10027,asian
854973,3929,15534,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
855068,3929,23660,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french
855091,3930,2996,el nuevo tina,"511 w 125th st, ,",10027,latin american,el nuevo tina restaurant,511 w 125th st,10027,spanish
855878,3940,8270,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,asian fusion,2071 adam clayton powell jr blvd,10027,asian
855893,3940,15534,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian
