_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine
1212533,8267,1343,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,your daley bread,1303 e gun hill rd,10469,caribbean
1212540,8267,6722,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1212548,8267,12869,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,ultimate grill,1343 e gun hill rd,10469,caribbean
1212552,8267,21868,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1212567,8267,6809,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,876 bar lounge,1320 e gun hill rd,10469,american
1212785,8272,15331,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,kennedy fried chicken,1359 e gun hill rd,10469,american
1212787,8272,13604,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1212790,8272,366,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1212791,8272,3246,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,central caribbean bakery,1322 e gun hill rd,10469,bakery
1212793,8272,1343,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,your daley bread,1303 e gun hill rd,10469,caribbean
1212800,8272,6722,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1212808,8272,12869,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,ultimate grill,1343 e gun hill rd,10469,caribbean
1212812,8272,21868,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,m and c foodz to go,1322a e gun hill rd,10469,caribbean
