name,address,zipcode,cuisine,violation_code,critical_flag,grade
baohaus,238 east   14 street,10003,asian,04L,Critical,A
cafe grumpy,224 west   20 street,10011,café/coffee/tea,10H,Not Critical,A
characters nyc bar & grill,243 west   54 street,10019,irish,06C,Critical,A
nse fifty six,109 east  56th street,10022,american,10F,Not Critical,A
food depot,460 west   34 street,10001,american,10B,Not Critical,A
something's cooking catering,2210 39 avenue,11101,american,10F,Not Critical,A
chop't,54 spring st,10012,salads,10F,Not Critical,A
tooker alley,793 washington avenue,11238,american,10H,Not Critical,A
cafe gitane,113 jane street,10014,french,08A,Not Critical,B
china wok kitchen,63 avenue d,10009,chinese,04L,Critical,A
chop't,1 new york plz,10004,salads,02G,Critical,A
residence inn by marriott bronx,1776 eastchester rd,10461,american,10B,Not Critical,A
colony fried chicken,864 prospect ave,10459,american,10F,Not Critical,A
beit jeddo,6917 5 avenue,11209,middle eastern,10F,Not Critical,A
bareburger,3321 31 avenue,11106,american,04M,Critical,A
la cava,939 2 avenue,10022,italian,08A,Not Critical,A
astoria bagel shop,2812 ditmars boulevard,11105,american,02G,Critical,A
little caesars,496 east  138 street,10454,pizza,10B,Not Critical,A
delmar pizzeria,1668 sheepshead bay road,11235,pizza/italian,10J,Not Critical,A
dunkin' donuts,2035 bartow ave,10475,donuts,04N,Critical,A
huka tel aviv cafe,1911 coney island avenue,11230,middle eastern,10H,Not Critical,A
chipotle mexican grill,9015 queens boulevard,11373,tex-mex,04N,Critical,A
coyote bohemio,5519 myrtle avenue,11385,mexican,09B,Not Critical,A
il gusto,6298 forest avenue,11385,pizza,04L,Critical,A
asian bowl,10111 queens boulevard,11375,chinese,06C,Critical,A
best western hotel hospitality house,145 east   49 street,10017,american,08A,Not Critical,A
new china restaurant,6218 11th ave,11219,chinese,10F,Not Critical,A
maison kayser,1800 broadway,10019,bakery,02G,Critical,A
corner cafe & bakery,1246 madison avenue,10128,american,04H,Critical,B
new city kitchen express,4731 vernon boulevard,11101,chinese,10I,Not Critical,A
space gabi ( pink by ele),290 5th ave,10001,café/coffee/tea,10F,Not Critical,A
burger king,624 south conduit avenue,11208,hamburgers,10F,Not Critical,A
angelo & al's pizzeria,6822 fresh meadows lane,11365,pizza/italian,08B,Not Critical,A
szechuan garden,2428 creston avenue,10468,chinese,09C,Not Critical,A
miss korea barbecue ''sun'',10 w 32nd st,10001,korean,06C,Critical,A
cafe los arcos,255 a bushwick avenue,11206,spanish,06D,Critical,A
xochimilco family rest,653 melrose avenue,10455,mexican,09B,Not Critical,A
symphony diner,496 e 161st st,10451,american,06D,Critical,A
via quadronno,25 east   73 street,10021,italian,10F,Not Critical,A
el manaba restaurant,341 saint nicholas ave,11385,spanish,02G,Critical,B
cibo express gourmet market,0 laguardia airport,11369,sandwiches,10H,Not Critical,A
shorty's,1678 1st ave,10128,american,02G,Critical,A
costas,30 w 35th st,10001,"latin (cuban, dominican, puerto rican, south & central american)",09C,Not Critical,A
starbucks,95 west broadway,10013,café/coffee/tea,02G,Critical,A
asian chao,nka laguardia intl airport,11370,asian,06D,Critical,A
el toro blanco,10 downing street,10014,mexican,06C,Critical,A
uncle mario's,739 9 avenue,10019,pizza,08A,Not Critical,B
keens steakhouse,72 west 36th street,10018,steak,06E,Critical,A
china village restaurant,94 baxter street,10013,chinese,10F,Not Critical,A
new yummy taco,1106 8th ave,11215,mexican,06F,Critical,A
little italy pizza,2047 broadway,10023,pizza,06A,Critical,B
hunan balcony,3511 johnson avenue,10463,chinese,02G,Critical,B
glen roy bar and grill,145 east  149 street,10451,american,04N,Critical,A
cafe katja,79 orchard street,10002,eastern european,06A,Critical,A
subway,10502 rockaway blvd,11417,sandwiches,04L,Critical,A
purbird,82 6 avenue,11217,chicken,02G,Critical,A
surf twelve,1201 surf ave,11224,american,10F,Not Critical,A
henry st. ale house,62 henry street,11201,american,10F,Not Critical,A
tj's coffee world,228 canal st,10013,café/coffee/tea,09C,Not Critical,A
subway,2703 white plains road,10467,sandwiches,08A,Not Critical,A
capizzi,547 9 avenue,10018,pizza,04A,Critical,C
shila bar & wine,629 crescent ave,10458,american,06D,Critical,A
subway,1720 eastchester rd,10461,sandwiches,06C,Critical,A
mcdonald's,1997 3 avenue,10029,hamburgers,06A,Critical,A
latin paradise,2032 richmond terrace,10302,american,10F,Not Critical,A
dunkin' donuts,721 flatbush avenue,11226,donuts,10F,Not Critical,A
barnes & noble cafe,150 east   86 street,10028,café/coffee/tea,10F,Not Critical,A
toasties,6 east   48 street,10017,american,02H,Critical,A
best coffee shop,4410 ft hamilton parkway,11219,american,04L,Critical,A
go cups,1838 2nd ave,10128,"juice, smoothies, fruit salads",10F,Not Critical,A
l & l local,4104 31st ave,11103,american,10F,Not Critical,A
colonie,127 atlantic avenue,11201,american,06E,Critical,A
"subway, carvel ice cream",3108 30 avenue,11102,sandwiches,10F,Not Critical,A
wichcraft,601 west   26 street,10001,sandwiches,02G,Critical,A
provence en boite,263 smith street,11231,french,04N,Critical,A
manhattan center,311 west   34 street,10001,american,08A,Not Critical,A
melani pizzeria,170 rivington st,10002,pizza,10F,Not Critical,A
liang xian garden,587 sutter avenue,11207,chinese,10F,Not Critical,A
"dunkin' donuts, baskin robbins",3804 junction boulevard,11368,donuts,10A,Not Critical,A
pollo sabroso restaurant,216 e 198th st,10458,"latin (cuban, dominican, puerto rican, south & central american)",02B,Critical,A
new mexico place ii,778 seneca ave,11385,mexican,02G,Critical,A
el valle restaurant,640 melrose avenue,10455,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
pizza,84 hester st,10002,pizza,10A,Not Critical,A
theater restaurant blvd,8224 northern blvd,11372,"latin (cuban, dominican, puerto rican, south & central american)",10B,Not Critical,A
arepa lady,7702 roosevelt ave,11372,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
gino's pizza,831 flatbush avenue,11226,pizza,06D,Critical,A
villaggio pizzeria restaurant,7517 amboy road,10307,pizza/italian,02G,Critical,A
naturally delicious caterers,487 court street,11231,american,10B,Not Critical,A
new red star,795 southern boulevard,10455,chinese,02B,Critical,A
schnippers,1 new york plz,10004,hamburgers,02G,Critical,A
the pour house,21311 41 avenue,11361,american,04H,Critical,A
starbucks,1700 broadway,10019,sandwiches,10A,Not Critical,A
sweet garden chinese takeout restaurant,7922 parsons blvd,11366,chinese,06A,Critical,A
shiao du hui restaurant,13519 40th rd,11354,chinese,02G,Critical,A
nevada diner,8026 queens blvd,11373,american,02G,Critical,A
pollos a la brasa mario,6201 woodside avenue,11377,spanish,06C,Critical,B
la carreta restaurant,407 51 street,11220,"latin (cuban, dominican, puerto rican, south & central american)",06E,Critical,A
teuta qebaptore,603 e 186th st,10458,mediterranean,04A,Critical,A
healthy blendz,2912 glenwood road,11210,"juice, smoothies, fruit salads",10A,Not Critical,A
chloe's soft serve fruit co.,25 east   17 street,10003,"ice cream, gelato, yogurt, ices",06A,Critical,A
lacoral,139 centre street,10013,asian,04J,Critical,A
cowgirl hall of fame,519 hudson street,10014,tex-mex,04N,Critical,A
spot,13 st marks place,10003,bakery,04N,Critical,A
physical graffiti,96 st marks place,10009,café/coffee/tea,10F,Not Critical,A
lily thai restaurant,615 grand st,11211,thai,10F,Not Critical,A
new hong kong kitchen,5226 church avenue,11203,chinese,10E,Not Critical,A
starbucks,575 5 avenue,10017,café/coffee/tea,10F,Not Critical,A
pax,202 e 42nd st,10017,american,10F,Not Critical,A
parm restaurant,250 vesey st,10281,italian,10F,Not Critical,A
bright star chinese food,745 east gun hill road,10467,chinese,02G,Critical,B
mom's bakery,2425 grand concourse,10468,bakery,10E,Not Critical,A
mcdonald's,875 garrison avenue,10474,hamburgers,06D,Critical,A
jimbo's hamburger place,301 west  154 street,10039,american,10F,Not Critical,A
au bon pain,0 laguardia airport,11369,sandwiches/salads/mixed buffet,06D,Critical,A
baked,359 van brunt street,11231,bakery,10F,Not Critical,A
2nd ave deli,162 east 33 street,10016,jewish/kosher,10F,Not Critical,A
korchma taras bulba,357 west broadway,10013,eastern european,10H,Not Critical,A
barosa brick oven,6229 woodhaven boulevard,11374,italian,06A,Critical,A
masso,4725 vernon boulevard,11101,italian,06D,Critical,B
fatty daddy tacos,310 9 street,11215,mexican,10B,Not Critical,A
piccola trattoria,455 main st,10044,pizza/italian,10B,Not Critical,A
mcdonald's,3146 21st st,11106,hamburgers,02G,Critical,A
no partners,2911 21 avenue,11105,american,10B,Not Critical,A
blu cafe by tavalon,120 riverside boulevard,10069,american,02G,Critical,A
al forno,1484 2 avenue,10075,italian,04N,Critical,B
comfort inn & suites,13730 redding st,11417,american,02B,Critical,A
hell's chicken,641 10 avenue,10036,korean,06C,Critical,A
bisoux market/world bean,0 laguardia airport,11369,american,04N,Critical,A
au bon pain,nka jfk international airport,11430,sandwiches/salads/mixed buffet,04H,Critical,B
the old time vincent's,15913 cross bay boulevard,11414,italian,10F,Not Critical,A
taqueria el fogon,1050 flushing avenue,11237,mexican,06A,Critical,A
mr. wonton,4411 queens blvd,11104,chinese,10B,Not Critical,A
sumi sushi,287 flatbush ave,11217,japanese,06D,Critical,A
cosi,461 park avenue south,10016,american,06C,Critical,A
lb spumoni gardens,2725 86 street,11223,pizza/italian,04N,Critical,A
white bear,13502 roosevelt avenue,11354,chinese,10B,Not Critical,A
tanoreen caterers,7523 3 avenue,11209,middle eastern,06C,Critical,A
tarallucci e vino,15 east 18 street,10003,italian,10A,Not Critical,A
latin american restaurant,29 west   26 street,10010,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
ocean style sushi/japanese restaurant,2971 ocean avenue,11235,japanese,10F,Not Critical,A
blimpie,1928 3 avenue,10029,sandwiches,04N,Critical,B
applebee's,448 gateway dr,11239,american,10F,Not Critical,A
harway foods,2863 harway avenue,11214,mediterranean,10F,Not Critical,A
dunkin' donuts,980 east  233 street,10466,donuts,04A,Critical,A
view restaurant,1535 broadway,10036,american,10F,Not Critical,A
great wall chinese restaurant,1533 watson avenue,10472,chinese,10F,Not Critical,A
2419 china star restaurant,2419 foster ave,11210,chinese,10B,Not Critical,A
